participant_id,n_categories,session,category,mean_distance,mean_accuracy,mean_delta_accuracy,mean_distance_before,movement
945e3b2489f210fb6f0c84f32052d4b0,Category Learning,2,Venak,22.719665746027143,0.575,-0.025000000000000022,16.370815087928833,-6.348850658098311
a1406e5ea9ff941e8900a6bbc4a4d288,Category Learning,2,Bukil,36.46101736814434,0.825,-0.050000000000000044,36.84834685997982,0.38732949183548016
a1406e5ea9ff941e8900a6bbc4a4d288,Category Learning,2,Venak,22.972986235288754,0.825,-0.050000000000000044,24.37962568521879,1.4066394499300365
acf5277d86392dfe1c306872e9e3d374,Category Learning,2,Bukil,39.61219807019734,0.875,0.125,38.10561909665945,-1.5065789735378843
acf5277d86392dfe1c306872e9e3d374,Category Learning,2,Venak,17.12156384412205,0.875,0.125,15.961326203159185,-1.1602376409628654
aef6eded2f6f5c8c1118f5bc10012976,Sequential Comparison,2,Bukil,37.3898430096441,0.5,0,37.04299388354248,-0.346849126101624
aef6eded2f6f5c8c1118f5bc10012976,Sequential Comparison,2,Venak,24.08402842552383,0.5,0,21.293365815240985,-2.790662610282844
b7f340be3a06d038b96c7c2e6274dc78,Category Learning,2,Bukil,36.651066197368706,0.725,0.22499999999999998,34.368347729963595,-2.282718467405111
b7f340be3a06d038b96c7c2e6274dc78,Category Learning,2,Venak,22.33448971305232,0.725,0.22499999999999998,22.591630171283647,0.25714045823132636
b8dc7bc13c27a264fdce48e5227830fc,Category Learning,2,Bukil,30.56930827418399,0.725,0.04999999999999993,33.95413510882983,3.3848268346458426
b8dc7bc13c27a264fdce48e5227830fc,Category Learning,2,Venak,15.34479708242715,0.725,0.04999999999999993,18.013283498129443,2.6684864157022936
bdbd2b2df1f881e48aee9928f26c8984,Sequential Comparison,2,Bukil,36.478900262376705,0.5,0,37.438191133180446,0.9592908708037413
bdbd2b2df1f881e48aee9928f26c8984,Sequential Comparison,2,Venak,20.87135974163216,0.5,0,22.73987160437005,1.8685118627378934
bebd91cb72e8f062cc7a38b534ffb703,Category Learning,2,Bukil,31.260823058376847,0.7,0.09999999999999998,31.755807261604605,0.4949842032277587
bebd91cb72e8f062cc7a38b534ffb703,Category Learning,2,Venak,16.838142899250123,0.7,0.09999999999999998,20.61961960596461,3.7814767067144857
c8922baa4c21cf3beb572c72aba9ef34,Category Learning,2,Bukil,30.258982979010348,0.75,0.09999999999999998,34.17249101701529,3.9135080380049416
c8922baa4c21cf3beb572c72aba9ef34,Category Learning,2,Venak,16.51988705930098,0.75,0.09999999999999998,18.29854868690701,1.7786616276060307
c8e71dbe89837561c3061331aab41982,Category Learning,2,Bukil,31.175349986723877,0.45,-0.12499999999999994,35.54627234638367,4.37092235965979
c8e71dbe89837561c3061331aab41982,Category Learning,2,Venak,19.30850509231996,0.45,-0.12499999999999994,25.588027484379896,6.279522392059935
d68bfeec3701079267de25c9839a2152,Sequential Comparison,2,Bukil,34.946054262451675,0.5,0,36.41036672454038,1.4643124620887065
d68bfeec3701079267de25c9839a2152,Sequential Comparison,2,Venak,18.051183889453693,0.5,0,25.51615918600821,7.464975296554517
d83f0350548482ddae618b65aa815b13,Sequential Comparison,2,Bukil,31.77321122927788,0.5,0,20.177937688007063,-11.595273541270817
d83f0350548482ddae618b65aa815b13,Sequential Comparison,2,Venak,14.516776256484606,0.5,0,17.932620103114555,3.415843846629949
d85b15b4b6fb130e2d58b1a214da61a9,Category Learning,2,Bukil,39.45534732288784,0.9,0.050000000000000044,43.04376537595173,3.58841805306389
d85b15b4b6fb130e2d58b1a214da61a9,Category Learning,2,Venak,24.228603144219708,0.9,0.050000000000000044,28.663769559557895,4.435166415338188
da404283827081b3c12c6c27ac8ab367,Sequential Comparison,2,Bukil,40.17403103556674,0.5,0,39.33120499581276,-0.8428260397539802
da404283827081b3c12c6c27ac8ab367,Sequential Comparison,2,Venak,19.33286608378034,0.5,0,17.5545887228178,-1.7782773609625373
e33feaccf8962f857afffa00f4d61529,Category Learning,2,Bukil,39.98712819421994,0.775,-0.09999999999999998,36.21041158660489,-3.7767166076150502
e33feaccf8962f857afffa00f4d61529,Category Learning,2,Venak,24.207914192749346,0.775,-0.09999999999999998,18.12133743860546,-6.086576754143884
e5b787652bf865e58f43926ec143fcdc,Sequential Comparison,2,Bukil,38.223280933797874,0.5,0,38.080187333257115,-0.14309360054075881
e5b787652bf865e58f43926ec143fcdc,Sequential Comparison,2,Venak,22.595264981141316,0.5,0,24.197782554410413,1.6025175732690968
f39c9fbe317efced837f1fbeff6d7d78,Sequential Comparison,2,Bukil,40.17956851349115,0.5,0,36.73923725139309,-3.4403312620980557
f39c9fbe317efced837f1fbeff6d7d78,Sequential Comparison,2,Venak,18.823207847803584,0.5,0,22.307711495863366,3.484503648059782
f6f3cf1e607f57758edac8efd7a9170c,Sequential Comparison,2,Bukil,41.73409798765946,0.5,0,41.3338596466632,-0.40023834099626043
f6f3cf1e607f57758edac8efd7a9170c,Sequential Comparison,2,Venak,25.670489079901003,0.5,0,24.939376780267935,-0.7311122996330681
fad6a1180b55e86181de7183da3f4f89,Sequential Comparison,2,Bukil,32.540695529444456,0.5,0,32.67830203743553,0.1376065079910731
fad6a1180b55e86181de7183da3f4f89,Sequential Comparison,2,Venak,20.268563834772035,0.5,0,18.204494118966966,-2.0640697158050685
ff9abdf88a23f2b42f52ec225e922237,Category Learning,2,Bukil,37.17841146705575,0.65,-0.04999999999999993,37.48982782366393,0.3114163566081771
ff9abdf88a23f2b42f52ec225e922237,Category Learning,2,Venak,26.800316293585862,0.65,-0.04999999999999993,25.33595319001577,-1.4643631035700935
