n_categories,session,trial_id,x1_true,x2_true,x1_response,x2_response,rt,Sex,participant_id,stim_id
2,1,91,64,73,77,69,3404,Female,a1406e5ea9ff941e8900a6bbc4a4d288,68
2,1,92,46,37,44,28,3714,Female,a1406e5ea9ff941e8900a6bbc4a4d288,44
2,1,93,46,55,42,60,3986,Female,a1406e5ea9ff941e8900a6bbc4a4d288,46
2,1,94,55,64,47,72,2540,Female,a1406e5ea9ff941e8900a6bbc4a4d288,57
2,1,95,55,37,55,32,3219,Female,a1406e5ea9ff941e8900a6bbc4a4d288,54
2,1,96,46,82,42,73,3644,Female,a1406e5ea9ff941e8900a6bbc4a4d288,49
2,1,97,10,10,9,23,3430,Female,a1406e5ea9ff941e8900a6bbc4a4d288,1
2,1,98,46,91,37,79,3902,Female,a1406e5ea9ff941e8900a6bbc4a4d288,50
2,1,99,19,37,20,34,3708,Female,a1406e5ea9ff941e8900a6bbc4a4d288,14
2,2,0,28,46,33,56,3397,Female,a1406e5ea9ff941e8900a6bbc4a4d288,25
2,2,1,19,46,31,43,3414,Female,a1406e5ea9ff941e8900a6bbc4a4d288,15
2,2,2,37,91,28,73,3419,Female,a1406e5ea9ff941e8900a6bbc4a4d288,40
2,2,3,28,82,27,80,3308,Female,a1406e5ea9ff941e8900a6bbc4a4d288,29
2,2,4,55,46,31,59,2490,Female,a1406e5ea9ff941e8900a6bbc4a4d288,55
2,2,5,55,55,49,44,3249,Female,a1406e5ea9ff941e8900a6bbc4a4d288,56
2,2,6,19,19,21,24,3275,Female,a1406e5ea9ff941e8900a6bbc4a4d288,12
2,2,7,37,46,37,46,3758,Female,a1406e5ea9ff941e8900a6bbc4a4d288,35
2,2,8,28,73,36,53,3081,Female,a1406e5ea9ff941e8900a6bbc4a4d288,28
2,2,9,19,28,27,35,3539,Female,a1406e5ea9ff941e8900a6bbc4a4d288,13
2,2,10,82,28,85,26,4111,Female,a1406e5ea9ff941e8900a6bbc4a4d288,83
2,2,11,10,19,15,27,3802,Female,a1406e5ea9ff941e8900a6bbc4a4d288,2
2,2,12,91,91,98,76,3909,Female,a1406e5ea9ff941e8900a6bbc4a4d288,100
2,2,13,46,73,59,70,2762,Female,a1406e5ea9ff941e8900a6bbc4a4d288,48
2,2,14,91,82,85,74,2701,Female,a1406e5ea9ff941e8900a6bbc4a4d288,99
2,2,15,91,19,92,26,3381,Female,a1406e5ea9ff941e8900a6bbc4a4d288,92
2,2,16,82,19,85,27,3340,Female,a1406e5ea9ff941e8900a6bbc4a4d288,82
2,2,17,10,10,11,20,4898,Female,a1406e5ea9ff941e8900a6bbc4a4d288,1
2,2,18,82,55,76,39,2623,Female,a1406e5ea9ff941e8900a6bbc4a4d288,86
2,2,19,64,28,75,32,2730,Female,a1406e5ea9ff941e8900a6bbc4a4d288,63
2,2,20,37,19,27,34,2708,Female,a1406e5ea9ff941e8900a6bbc4a4d288,32
2,2,21,91,55,85,47,3205,Female,a1406e5ea9ff941e8900a6bbc4a4d288,96
2,2,22,10,82,12,68,3327,Female,a1406e5ea9ff941e8900a6bbc4a4d288,9
2,2,23,37,37,30,41,2716,Female,a1406e5ea9ff941e8900a6bbc4a4d288,34
2,2,24,28,10,19,24,5620,Female,a1406e5ea9ff941e8900a6bbc4a4d288,21
2,2,25,73,82,76,74,4427,Female,a1406e5ea9ff941e8900a6bbc4a4d288,79
2,2,26,55,82,65,75,3345,Female,a1406e5ea9ff941e8900a6bbc4a4d288,59
2,2,27,19,82,26,80,4030,Female,a1406e5ea9ff941e8900a6bbc4a4d288,19
2,2,28,37,73,53,67,2969,Female,a1406e5ea9ff941e8900a6bbc4a4d288,38
2,2,29,46,91,69,74,3611,Female,a1406e5ea9ff941e8900a6bbc4a4d288,50
2,2,30,64,46,57,56,2335,Female,a1406e5ea9ff941e8900a6bbc4a4d288,65
2,2,31,10,73,19,78,2577,Female,a1406e5ea9ff941e8900a6bbc4a4d288,8
2,2,32,37,55,37,70,3295,Female,a1406e5ea9ff941e8900a6bbc4a4d288,36
2,2,33,37,10,56,13,3633,Female,a1406e5ea9ff941e8900a6bbc4a4d288,31
2,2,34,73,10,72,13,3253,Female,a1406e5ea9ff941e8900a6bbc4a4d288,71
2,2,35,73,19,84,15,3646,Female,a1406e5ea9ff941e8900a6bbc4a4d288,72
2,2,36,46,46,72,36,5790,Female,a1406e5ea9ff941e8900a6bbc4a4d288,45
2,2,37,82,73,81,75,3239,Female,a1406e5ea9ff941e8900a6bbc4a4d288,88
2,2,38,73,55,78,68,3396,Female,a1406e5ea9ff941e8900a6bbc4a4d288,76
2,2,39,10,64,19,68,3029,Female,a1406e5ea9ff941e8900a6bbc4a4d288,7
2,2,40,73,37,81,64,3082,Female,a1406e5ea9ff941e8900a6bbc4a4d288,74
2,2,41,37,82,24,79,4178,Female,a1406e5ea9ff941e8900a6bbc4a4d288,39
2,2,42,19,91,19,81,3500,Female,a1406e5ea9ff941e8900a6bbc4a4d288,20
2,2,43,91,46,89,33,3349,Female,a1406e5ea9ff941e8900a6bbc4a4d288,95
2,2,44,19,10,14,22,3205,Female,a1406e5ea9ff941e8900a6bbc4a4d288,11
2,2,45,28,55,22,57,3577,Female,a1406e5ea9ff941e8900a6bbc4a4d288,26
2,2,46,73,64,79,70,3143,Female,a1406e5ea9ff941e8900a6bbc4a4d288,77
2,2,47,91,10,89,18,3060,Female,a1406e5ea9ff941e8900a6bbc4a4d288,91
2,2,48,37,28,25,37,3124,Female,a1406e5ea9ff941e8900a6bbc4a4d288,33
2,2,49,82,10,92,11,3387,Female,a1406e5ea9ff941e8900a6bbc4a4d288,81
2,2,50,55,64,48,62,3181,Female,a1406e5ea9ff941e8900a6bbc4a4d288,57
2,2,51,82,91,84,80,2800,Female,a1406e5ea9ff941e8900a6bbc4a4d288,90
2,2,52,19,73,23,80,2659,Female,a1406e5ea9ff941e8900a6bbc4a4d288,18
2,2,53,82,46,78,47,3515,Female,a1406e5ea9ff941e8900a6bbc4a4d288,85
2,2,54,73,91,66,86,2913,Female,a1406e5ea9ff941e8900a6bbc4a4d288,80
2,2,55,91,37,87,31,2453,Female,a1406e5ea9ff941e8900a6bbc4a4d288,94
2,2,56,46,10,25,15,3561,Female,a1406e5ea9ff941e8900a6bbc4a4d288,41
2,2,57,28,37,27,20,3339,Female,a1406e5ea9ff941e8900a6bbc4a4d288,24
2,2,58,55,37,30,24,3778,Female,a1406e5ea9ff941e8900a6bbc4a4d288,54
2,2,59,19,55,17,31,2989,Female,a1406e5ea9ff941e8900a6bbc4a4d288,16
2,2,60,55,19,26,17,3183,Female,a1406e5ea9ff941e8900a6bbc4a4d288,52
2,2,61,64,10,62,12,2579,Female,a1406e5ea9ff941e8900a6bbc4a4d288,61
2,2,62,10,91,17,86,3901,Female,a1406e5ea9ff941e8900a6bbc4a4d288,10
2,2,63,10,28,16,52,3047,Female,a1406e5ea9ff941e8900a6bbc4a4d288,3
2,2,64,28,91,11,86,5876,Female,a1406e5ea9ff941e8900a6bbc4a4d288,30
2,2,65,64,82,34,78,2839,Female,a1406e5ea9ff941e8900a6bbc4a4d288,69
2,2,66,10,46,17,40,2969,Female,a1406e5ea9ff941e8900a6bbc4a4d288,5
2,2,67,55,91,65,87,3130,Female,a1406e5ea9ff941e8900a6bbc4a4d288,60
2,2,68,64,64,63,68,2497,Female,a1406e5ea9ff941e8900a6bbc4a4d288,67
2,2,69,46,82,66,75,3488,Female,a1406e5ea9ff941e8900a6bbc4a4d288,49
2,2,70,46,55,63,55,4771,Female,a1406e5ea9ff941e8900a6bbc4a4d288,46
2,2,71,46,28,59,55,8386,Female,a1406e5ea9ff941e8900a6bbc4a4d288,43
2,2,72,55,10,60,17,3108,Female,a1406e5ea9ff941e8900a6bbc4a4d288,51
2,2,73,55,28,47,30,2788,Female,a1406e5ea9ff941e8900a6bbc4a4d288,53
2,2,74,64,37,59,35,2484,Female,a1406e5ea9ff941e8900a6bbc4a4d288,64
2,2,75,73,28,76,29,2882,Female,a1406e5ea9ff941e8900a6bbc4a4d288,73
2,2,76,82,82,81,83,3532,Female,a1406e5ea9ff941e8900a6bbc4a4d288,89
2,2,77,91,28,85,25,3443,Female,a1406e5ea9ff941e8900a6bbc4a4d288,93
2,2,78,73,46,80,42,4287,Female,a1406e5ea9ff941e8900a6bbc4a4d288,75
2,2,79,28,28,25,34,2677,Female,a1406e5ea9ff941e8900a6bbc4a4d288,23
2,2,80,91,64,81,65,3550,Female,a1406e5ea9ff941e8900a6bbc4a4d288,97
2,2,81,19,37,23,53,3007,Female,a1406e5ea9ff941e8900a6bbc4a4d288,14
2,2,82,28,64,27,62,2770,Female,a1406e5ea9ff941e8900a6bbc4a4d288,27
2,2,83,82,37,85,28,2294,Female,a1406e5ea9ff941e8900a6bbc4a4d288,84
2,2,84,46,37,64,40,2911,Female,a1406e5ea9ff941e8900a6bbc4a4d288,44
2,2,85,28,19,27,35,2693,Female,a1406e5ea9ff941e8900a6bbc4a4d288,22
2,2,86,64,91,74,80,3414,Female,a1406e5ea9ff941e8900a6bbc4a4d288,70
2,2,87,64,73,68,72,3658,Female,a1406e5ea9ff941e8900a6bbc4a4d288,68
2,2,88,46,64,69,73,3666,Female,a1406e5ea9ff941e8900a6bbc4a4d288,47
2,2,89,82,64,78,78,3841,Female,a1406e5ea9ff941e8900a6bbc4a4d288,87
2,2,90,55,73,41,76,3146,Female,a1406e5ea9ff941e8900a6bbc4a4d288,58
2,2,91,64,55,36,36,3074,Female,a1406e5ea9ff941e8900a6bbc4a4d288,66
2,2,92,19,64,28,69,3505,Female,a1406e5ea9ff941e8900a6bbc4a4d288,17
2,2,93,64,19,75,28,3520,Female,a1406e5ea9ff941e8900a6bbc4a4d288,62
2,2,94,73,73,75,74,2817,Female,a1406e5ea9ff941e8900a6bbc4a4d288,78
2,2,95,46,19,44,28,3471,Female,a1406e5ea9ff941e8900a6bbc4a4d288,42
2,2,96,91,73,77,69,2768,Female,a1406e5ea9ff941e8900a6bbc4a4d288,98
2,2,97,10,37,15,43,3457,Female,a1406e5ea9ff941e8900a6bbc4a4d288,4
2,2,98,10,55,11,65,3049,Female,a1406e5ea9ff941e8900a6bbc4a4d288,6
2,2,99,37,64,23,64,3334,Female,a1406e5ea9ff941e8900a6bbc4a4d288,37
2,1,0,64,91,68,79,4914,Female,8b15880902347d90baa2c9155a3bdbf1,70
2,1,1,28,46,63,51,7396,Female,8b15880902347d90baa2c9155a3bdbf1,25
2,1,2,19,91,22,90,7625,Female,8b15880902347d90baa2c9155a3bdbf1,20
2,1,3,19,82,19,79,4723,Female,8b15880902347d90baa2c9155a3bdbf1,19
2,1,4,28,82,22,68,5807,Female,8b15880902347d90baa2c9155a3bdbf1,29
2,1,5,28,91,15,87,6704,Female,8b15880902347d90baa2c9155a3bdbf1,30
2,1,6,37,37,41,57,8140,Female,8b15880902347d90baa2c9155a3bdbf1,34
2,1,7,82,55,87,61,7879,Female,8b15880902347d90baa2c9155a3bdbf1,86
2,1,8,46,19,46,46,6585,Female,8b15880902347d90baa2c9155a3bdbf1,42
2,1,9,28,28,39,32,4696,Female,8b15880902347d90baa2c9155a3bdbf1,23
2,1,10,55,82,55,70,6444,Female,8b15880902347d90baa2c9155a3bdbf1,59
2,1,11,73,10,73,36,5413,Female,8b15880902347d90baa2c9155a3bdbf1,71
2,1,12,46,55,58,55,3949,Female,8b15880902347d90baa2c9155a3bdbf1,46
2,1,13,10,46,39,48,6365,Female,8b15880902347d90baa2c9155a3bdbf1,5
2,1,14,28,64,44,59,6609,Female,8b15880902347d90baa2c9155a3bdbf1,27
2,1,15,37,82,42,73,6205,Female,8b15880902347d90baa2c9155a3bdbf1,39
2,1,16,91,46,74,53,7873,Female,8b15880902347d90baa2c9155a3bdbf1,95
2,1,17,82,91,41,89,7410,Female,8b15880902347d90baa2c9155a3bdbf1,90
2,1,18,19,37,28,46,5353,Female,8b15880902347d90baa2c9155a3bdbf1,14
2,1,19,10,73,22,62,7219,Female,8b15880902347d90baa2c9155a3bdbf1,8
2,1,20,82,46,85,50,3785,Female,8b15880902347d90baa2c9155a3bdbf1,85
2,1,21,46,37,57,47,5979,Female,8b15880902347d90baa2c9155a3bdbf1,44
2,1,22,19,46,42,48,6567,Female,8b15880902347d90baa2c9155a3bdbf1,15
2,1,23,64,73,62,62,9337,Female,8b15880902347d90baa2c9155a3bdbf1,68
2,1,24,64,55,59,56,4057,Female,8b15880902347d90baa2c9155a3bdbf1,66
2,1,25,10,37,54,43,6755,Female,8b15880902347d90baa2c9155a3bdbf1,4
2,1,26,37,91,42,80,6870,Female,8b15880902347d90baa2c9155a3bdbf1,40
2,1,27,19,10,26,36,7253,Female,8b15880902347d90baa2c9155a3bdbf1,11
2,1,28,10,55,7,46,5874,Female,8b15880902347d90baa2c9155a3bdbf1,6
2,1,29,91,19,62,32,4412,Female,8b15880902347d90baa2c9155a3bdbf1,92
2,1,30,82,19,55,22,5724,Female,8b15880902347d90baa2c9155a3bdbf1,82
2,1,31,46,46,50,40,4019,Female,8b15880902347d90baa2c9155a3bdbf1,45
2,1,32,10,19,21,30,6751,Female,8b15880902347d90baa2c9155a3bdbf1,2
2,1,33,37,55,36,42,5421,Female,8b15880902347d90baa2c9155a3bdbf1,36
2,1,34,28,10,33,19,6496,Female,8b15880902347d90baa2c9155a3bdbf1,21
2,1,35,37,64,36,66,4915,Female,8b15880902347d90baa2c9155a3bdbf1,37
2,1,36,55,19,62,32,5079,Female,8b15880902347d90baa2c9155a3bdbf1,52
2,1,37,37,19,36,29,6703,Female,8b15880902347d90baa2c9155a3bdbf1,32
2,1,38,91,10,66,34,8766,Female,8b15880902347d90baa2c9155a3bdbf1,91
2,1,39,55,91,56,82,6316,Female,8b15880902347d90baa2c9155a3bdbf1,60
2,1,40,19,64,32,57,5842,Female,8b15880902347d90baa2c9155a3bdbf1,17
2,1,41,91,91,68,76,7182,Female,8b15880902347d90baa2c9155a3bdbf1,100
2,1,42,28,37,26,50,3419,Female,8b15880902347d90baa2c9155a3bdbf1,24
2,1,43,55,55,50,50,1367,Female,8b15880902347d90baa2c9155a3bdbf1,56
2,1,44,91,73,67,65,4921,Female,8b15880902347d90baa2c9155a3bdbf1,98
2,1,45,91,82,86,72,7030,Female,8b15880902347d90baa2c9155a3bdbf1,99
2,1,46,46,91,37,69,5047,Female,8b15880902347d90baa2c9155a3bdbf1,50
2,1,47,64,19,61,32,4323,Female,8b15880902347d90baa2c9155a3bdbf1,62
2,1,48,73,46,57,45,3342,Female,8b15880902347d90baa2c9155a3bdbf1,75
2,1,49,73,64,54,61,3497,Female,8b15880902347d90baa2c9155a3bdbf1,77
2,1,50,82,82,73,37,4282,Female,8b15880902347d90baa2c9155a3bdbf1,89
2,1,51,55,10,50,26,4219,Female,8b15880902347d90baa2c9155a3bdbf1,51
2,1,52,55,46,61,46,4346,Female,8b15880902347d90baa2c9155a3bdbf1,55
2,1,53,64,10,50,17,2869,Female,8b15880902347d90baa2c9155a3bdbf1,61
2,1,54,91,64,83,44,4043,Female,8b15880902347d90baa2c9155a3bdbf1,97
2,1,55,37,46,39,46,6239,Female,8b15880902347d90baa2c9155a3bdbf1,35
2,1,56,82,37,68,53,6878,Female,8b15880902347d90baa2c9155a3bdbf1,84
2,1,57,55,28,57,40,3810,Female,8b15880902347d90baa2c9155a3bdbf1,53
2,1,58,28,19,34,30,4866,Female,8b15880902347d90baa2c9155a3bdbf1,22
2,1,59,64,37,64,41,4244,Female,8b15880902347d90baa2c9155a3bdbf1,64
2,1,60,82,73,64,66,4875,Female,8b15880902347d90baa2c9155a3bdbf1,88
2,1,61,19,55,61,57,3458,Female,8b15880902347d90baa2c9155a3bdbf1,16
2,1,62,19,19,29,21,4779,Female,8b15880902347d90baa2c9155a3bdbf1,12
2,1,63,82,10,69,17,5487,Female,8b15880902347d90baa2c9155a3bdbf1,81
2,1,64,46,28,50,33,2687,Female,8b15880902347d90baa2c9155a3bdbf1,43
2,1,65,10,82,18,77,7442,Female,8b15880902347d90baa2c9155a3bdbf1,9
2,1,66,73,28,58,35,5331,Female,8b15880902347d90baa2c9155a3bdbf1,73
2,1,67,10,28,21,27,4083,Female,8b15880902347d90baa2c9155a3bdbf1,3
2,1,68,91,28,70,32,3651,Female,8b15880902347d90baa2c9155a3bdbf1,93
2,1,69,55,73,58,64,4075,Female,8b15880902347d90baa2c9155a3bdbf1,58
2,1,70,73,73,64,55,18242,Female,8b15880902347d90baa2c9155a3bdbf1,78
2,1,71,91,37,61,40,4586,Female,8b15880902347d90baa2c9155a3bdbf1,94
2,1,72,28,73,38,65,4987,Female,8b15880902347d90baa2c9155a3bdbf1,28
2,1,73,64,46,71,50,3019,Female,8b15880902347d90baa2c9155a3bdbf1,65
2,1,74,64,28,73,39,5186,Female,8b15880902347d90baa2c9155a3bdbf1,63
2,1,75,91,55,73,40,5061,Female,8b15880902347d90baa2c9155a3bdbf1,96
2,1,76,46,10,60,45,4598,Female,8b15880902347d90baa2c9155a3bdbf1,41
2,1,77,37,73,50,63,3084,Female,8b15880902347d90baa2c9155a3bdbf1,38
2,1,78,64,64,60,43,3851,Female,8b15880902347d90baa2c9155a3bdbf1,67
2,1,79,73,55,68,50,2261,Female,8b15880902347d90baa2c9155a3bdbf1,76
2,1,80,19,28,28,32,3923,Female,8b15880902347d90baa2c9155a3bdbf1,13
2,1,81,46,82,42,74,3894,Female,8b15880902347d90baa2c9155a3bdbf1,49
2,1,82,73,19,55,28,5730,Female,8b15880902347d90baa2c9155a3bdbf1,72
2,1,83,55,37,62,40,3498,Female,8b15880902347d90baa2c9155a3bdbf1,54
2,1,84,10,91,24,85,5410,Female,8b15880902347d90baa2c9155a3bdbf1,10
2,1,85,73,82,31,76,3858,Female,8b15880902347d90baa2c9155a3bdbf1,79
2,1,86,19,73,43,76,3339,Female,8b15880902347d90baa2c9155a3bdbf1,18
2,1,87,64,82,59,70,6263,Female,8b15880902347d90baa2c9155a3bdbf1,69
2,1,88,10,10,20,22,4795,Female,8b15880902347d90baa2c9155a3bdbf1,1
2,1,89,46,73,36,71,3642,Female,8b15880902347d90baa2c9155a3bdbf1,48
2,1,90,82,28,67,33,4011,Female,8b15880902347d90baa2c9155a3bdbf1,83
2,1,91,37,10,31,26,7663,Female,8b15880902347d90baa2c9155a3bdbf1,31
2,1,92,82,64,66,40,3874,Female,8b15880902347d90baa2c9155a3bdbf1,87
2,1,93,55,64,54,59,4265,Female,8b15880902347d90baa2c9155a3bdbf1,57
2,1,94,10,64,42,67,4018,Female,8b15880902347d90baa2c9155a3bdbf1,7
2,1,95,28,55,37,58,3647,Female,8b15880902347d90baa2c9155a3bdbf1,26
2,1,96,73,91,39,81,3843,Female,8b15880902347d90baa2c9155a3bdbf1,80
2,1,97,37,28,37,43,3427,Female,8b15880902347d90baa2c9155a3bdbf1,33
2,1,98,46,64,54,55,3253,Female,8b15880902347d90baa2c9155a3bdbf1,47
2,1,99,73,37,67,45,3171,Female,8b15880902347d90baa2c9155a3bdbf1,74
2,2,0,10,10,18,23,7185,Female,8b15880902347d90baa2c9155a3bdbf1,1
2,2,1,37,64,42,58,3547,Female,8b15880902347d90baa2c9155a3bdbf1,37
2,2,2,64,10,65,25,4282,Female,8b15880902347d90baa2c9155a3bdbf1,61
2,2,3,73,10,64,40,4203,Female,8b15880902347d90baa2c9155a3bdbf1,71
2,2,4,28,91,25,83,4971,Female,8b15880902347d90baa2c9155a3bdbf1,30
2,2,5,91,64,88,37,4034,Female,8b15880902347d90baa2c9155a3bdbf1,97
2,2,6,64,91,58,84,6015,Female,8b15880902347d90baa2c9155a3bdbf1,70
2,2,7,28,82,40,71,4316,Female,8b15880902347d90baa2c9155a3bdbf1,29
2,2,8,73,28,71,43,4236,Female,8b15880902347d90baa2c9155a3bdbf1,73
2,2,9,28,28,32,33,6219,Female,8b15880902347d90baa2c9155a3bdbf1,23
2,2,10,46,46,42,43,3524,Female,8b15880902347d90baa2c9155a3bdbf1,45
2,2,11,19,55,33,57,5419,Female,8b15880902347d90baa2c9155a3bdbf1,16
2,2,12,19,46,26,50,2768,Female,8b15880902347d90baa2c9155a3bdbf1,15
2,2,13,46,64,37,51,8108,Female,8b15880902347d90baa2c9155a3bdbf1,47
2,2,14,82,10,73,25,5051,Female,8b15880902347d90baa2c9155a3bdbf1,81
2,2,15,28,46,29,46,4907,Female,8b15880902347d90baa2c9155a3bdbf1,25
2,2,16,37,91,38,65,5059,Female,8b15880902347d90baa2c9155a3bdbf1,40
2,2,17,82,28,85,36,4097,Female,8b15880902347d90baa2c9155a3bdbf1,83
2,2,18,91,28,76,30,5283,Female,8b15880902347d90baa2c9155a3bdbf1,93
2,2,19,91,10,83,17,5133,Female,8b15880902347d90baa2c9155a3bdbf1,91
2,2,20,82,64,78,67,4986,Female,8b15880902347d90baa2c9155a3bdbf1,87
2,2,21,73,55,75,57,4451,Female,8b15880902347d90baa2c9155a3bdbf1,76
2,2,22,64,73,66,66,5411,Female,8b15880902347d90baa2c9155a3bdbf1,68
2,2,23,10,28,28,32,8303,Female,8b15880902347d90baa2c9155a3bdbf1,3
2,2,24,37,82,25,63,5268,Female,8b15880902347d90baa2c9155a3bdbf1,39
2,2,25,10,91,21,77,5924,Female,8b15880902347d90baa2c9155a3bdbf1,10
2,2,26,64,19,27,28,4874,Female,8b15880902347d90baa2c9155a3bdbf1,62
2,2,27,10,73,16,62,9932,Female,8b15880902347d90baa2c9155a3bdbf1,8
2,2,28,82,19,69,24,5452,Female,8b15880902347d90baa2c9155a3bdbf1,82
2,2,29,64,37,67,38,3511,Female,8b15880902347d90baa2c9155a3bdbf1,64
2,2,30,10,64,24,65,5571,Female,8b15880902347d90baa2c9155a3bdbf1,7
2,2,31,55,19,43,30,5316,Female,8b15880902347d90baa2c9155a3bdbf1,52
2,2,32,55,37,44,39,3492,Female,8b15880902347d90baa2c9155a3bdbf1,54
2,2,33,91,37,74,40,3716,Female,8b15880902347d90baa2c9155a3bdbf1,94
2,2,34,55,82,59,63,3488,Female,8b15880902347d90baa2c9155a3bdbf1,59
2,2,35,37,19,36,39,4283,Female,8b15880902347d90baa2c9155a3bdbf1,32
2,2,36,28,55,31,50,3231,Female,8b15880902347d90baa2c9155a3bdbf1,26
2,2,37,46,28,44,34,3203,Female,8b15880902347d90baa2c9155a3bdbf1,43
2,2,38,10,55,25,41,4243,Female,8b15880902347d90baa2c9155a3bdbf1,6
2,2,39,82,82,75,74,5019,Female,8b15880902347d90baa2c9155a3bdbf1,89
2,2,40,46,82,50,70,2920,Female,8b15880902347d90baa2c9155a3bdbf1,49
2,2,41,19,91,31,82,4227,Female,8b15880902347d90baa2c9155a3bdbf1,20
2,2,42,37,73,36,61,4723,Female,8b15880902347d90baa2c9155a3bdbf1,38
2,2,43,82,91,73,76,4674,Female,8b15880902347d90baa2c9155a3bdbf1,90
2,2,44,46,10,41,28,5687,Female,8b15880902347d90baa2c9155a3bdbf1,41
2,2,45,19,28,27,32,5443,Female,8b15880902347d90baa2c9155a3bdbf1,13
2,2,46,19,82,27,61,4167,Female,8b15880902347d90baa2c9155a3bdbf1,19
2,2,47,10,46,25,43,4595,Female,8b15880902347d90baa2c9155a3bdbf1,5
2,2,48,55,28,58,38,3483,Female,8b15880902347d90baa2c9155a3bdbf1,53
2,2,49,28,64,30,56,4851,Female,8b15880902347d90baa2c9155a3bdbf1,27
2,2,50,55,64,54,54,3551,Female,8b15880902347d90baa2c9155a3bdbf1,57
2,2,51,91,19,77,33,6515,Female,8b15880902347d90baa2c9155a3bdbf1,92
2,2,52,82,73,65,65,4875,Female,8b15880902347d90baa2c9155a3bdbf1,88
2,2,53,10,19,19,20,4988,Female,8b15880902347d90baa2c9155a3bdbf1,2
2,2,54,55,10,66,23,4179,Female,8b15880902347d90baa2c9155a3bdbf1,51
2,2,55,55,73,32,66,5707,Female,8b15880902347d90baa2c9155a3bdbf1,58
2,2,56,37,28,31,30,3307,Female,8b15880902347d90baa2c9155a3bdbf1,33
2,2,57,28,10,27,11,4180,Female,8b15880902347d90baa2c9155a3bdbf1,21
2,2,58,73,19,69,21,5340,Female,8b15880902347d90baa2c9155a3bdbf1,72
2,2,59,19,10,32,15,4403,Female,8b15880902347d90baa2c9155a3bdbf1,11
2,2,60,55,46,36,28,3860,Female,8b15880902347d90baa2c9155a3bdbf1,55
2,2,61,37,46,35,40,5059,Female,8b15880902347d90baa2c9155a3bdbf1,35
2,2,62,91,46,65,44,3263,Female,8b15880902347d90baa2c9155a3bdbf1,95
2,2,63,46,91,31,88,5860,Female,8b15880902347d90baa2c9155a3bdbf1,50
2,2,64,73,64,69,55,3352,Female,8b15880902347d90baa2c9155a3bdbf1,77
2,2,65,19,37,35,43,4303,Female,8b15880902347d90baa2c9155a3bdbf1,14
2,2,66,91,91,72,78,5193,Female,8b15880902347d90baa2c9155a3bdbf1,100
2,2,67,64,55,53,54,2980,Female,8b15880902347d90baa2c9155a3bdbf1,66
2,2,68,19,73,29,62,3552,Female,8b15880902347d90baa2c9155a3bdbf1,18
2,2,69,91,73,65,66,4499,Female,8b15880902347d90baa2c9155a3bdbf1,98
2,2,70,55,55,61,45,4011,Female,8b15880902347d90baa2c9155a3bdbf1,56
2,2,71,46,19,38,26,5955,Female,8b15880902347d90baa2c9155a3bdbf1,42
2,2,72,19,64,25,55,3495,Female,8b15880902347d90baa2c9155a3bdbf1,17
2,2,73,91,82,76,72,4283,Female,8b15880902347d90baa2c9155a3bdbf1,99
2,2,74,46,55,50,53,2679,Female,8b15880902347d90baa2c9155a3bdbf1,46
2,2,75,73,73,62,62,3979,Female,8b15880902347d90baa2c9155a3bdbf1,78
2,2,76,10,37,35,42,4187,Female,8b15880902347d90baa2c9155a3bdbf1,4
2,2,77,73,37,60,38,3112,Female,8b15880902347d90baa2c9155a3bdbf1,74
2,2,78,28,73,27,59,5531,Female,8b15880902347d90baa2c9155a3bdbf1,28
2,2,79,28,37,40,41,3619,Female,8b15880902347d90baa2c9155a3bdbf1,24
2,2,80,37,55,40,46,5205,Female,8b15880902347d90baa2c9155a3bdbf1,36
2,2,81,37,10,34,17,6011,Female,8b15880902347d90baa2c9155a3bdbf1,31
2,2,82,37,37,41,32,5478,Female,8b15880902347d90baa2c9155a3bdbf1,34
2,2,83,64,64,59,59,4187,Female,8b15880902347d90baa2c9155a3bdbf1,67
2,2,84,73,82,66,66,5035,Female,8b15880902347d90baa2c9155a3bdbf1,79
2,2,85,82,46,58,44,4891,Female,8b15880902347d90baa2c9155a3bdbf1,85
2,2,86,10,82,37,69,3884,Female,8b15880902347d90baa2c9155a3bdbf1,9
2,2,87,55,91,50,74,3192,Female,8b15880902347d90baa2c9155a3bdbf1,60
2,2,88,82,55,65,50,2331,Female,8b15880902347d90baa2c9155a3bdbf1,86
2,2,89,46,73,47,69,3463,Female,8b15880902347d90baa2c9155a3bdbf1,48
2,2,90,19,19,25,30,5675,Female,8b15880902347d90baa2c9155a3bdbf1,12
2,2,91,82,37,59,38,5455,Female,8b15880902347d90baa2c9155a3bdbf1,84
2,2,92,73,46,62,41,6395,Female,8b15880902347d90baa2c9155a3bdbf1,75
2,2,93,91,55,72,50,2231,Female,8b15880902347d90baa2c9155a3bdbf1,96
2,2,94,64,28,59,41,4435,Female,8b15880902347d90baa2c9155a3bdbf1,63
2,2,95,46,37,57,43,3038,Female,8b15880902347d90baa2c9155a3bdbf1,44
2,2,96,64,82,61,42,2879,Female,8b15880902347d90baa2c9155a3bdbf1,69
2,2,97,73,91,72,44,5671,Female,8b15880902347d90baa2c9155a3bdbf1,80
2,2,98,28,19,34,29,5339,Female,8b15880902347d90baa2c9155a3bdbf1,22
2,2,99,64,46,50,43,3371,Female,8b15880902347d90baa2c9155a3bdbf1,65
