n_categories,session,trial_id,x1_true,x2_true,x1_response,x2_response,rt,Sex,participant_id,stim_id
1,1,0,46,64,57,66,3610,Male,c9a8ce1f5cccf9534266c706b538c6ca,47
1,1,1,46,73,54,60,4588,Male,c9a8ce1f5cccf9534266c706b538c6ca,48
1,1,2,19,10,19,15,7308,Male,c9a8ce1f5cccf9534266c706b538c6ca,11
1,1,3,82,10,86,29,4594,Male,c9a8ce1f5cccf9534266c706b538c6ca,81
1,1,4,82,91,55,95,4511,Male,c9a8ce1f5cccf9534266c706b538c6ca,90
1,1,5,37,91,50,100,3619,Male,c9a8ce1f5cccf9534266c706b538c6ca,40
1,1,6,82,37,71,50,3444,Male,c9a8ce1f5cccf9534266c706b538c6ca,84
1,1,7,19,28,12,92,5958,Male,c9a8ce1f5cccf9534266c706b538c6ca,13
1,1,8,91,46,98,41,5031,Male,c9a8ce1f5cccf9534266c706b538c6ca,95
1,1,9,91,37,96,29,6041,Male,c9a8ce1f5cccf9534266c706b538c6ca,94
1,1,10,46,55,54,69,4910,Male,c9a8ce1f5cccf9534266c706b538c6ca,46
1,1,11,28,82,24,71,5320,Male,c9a8ce1f5cccf9534266c706b538c6ca,29
1,1,12,91,82,88,89,8677,Male,c9a8ce1f5cccf9534266c706b538c6ca,99
1,1,13,55,37,77,32,4752,Male,c9a8ce1f5cccf9534266c706b538c6ca,54
1,1,14,19,19,16,24,4849,Male,c9a8ce1f5cccf9534266c706b538c6ca,12
1,1,15,28,91,20,91,3744,Male,c9a8ce1f5cccf9534266c706b538c6ca,30
1,1,16,64,46,42,32,11529,Male,c9a8ce1f5cccf9534266c706b538c6ca,65
1,1,17,37,82,36,80,4404,Male,c9a8ce1f5cccf9534266c706b538c6ca,39
1,1,18,64,37,50,44,2676,Male,c9a8ce1f5cccf9534266c706b538c6ca,64
1,1,19,37,10,50,10,3561,Male,c9a8ce1f5cccf9534266c706b538c6ca,31
1,1,20,55,82,29,84,5108,Male,c9a8ce1f5cccf9534266c706b538c6ca,59
1,1,21,82,28,23,32,5162,Male,c9a8ce1f5cccf9534266c706b538c6ca,83
1,1,22,28,73,30,82,3772,Male,c9a8ce1f5cccf9534266c706b538c6ca,28
1,1,23,55,73,50,81,4196,Male,c9a8ce1f5cccf9534266c706b538c6ca,58
1,1,24,55,91,50,72,3948,Male,c9a8ce1f5cccf9534266c706b538c6ca,60
1,1,25,64,64,75,61,5520,Male,c9a8ce1f5cccf9534266c706b538c6ca,67
1,1,26,55,55,66,55,4408,Male,c9a8ce1f5cccf9534266c706b538c6ca,56
1,1,27,28,46,29,39,3621,Male,c9a8ce1f5cccf9534266c706b538c6ca,25
1,1,28,10,46,19,32,5801,Male,c9a8ce1f5cccf9534266c706b538c6ca,5
1,1,29,37,64,50,50,3298,Male,c9a8ce1f5cccf9534266c706b538c6ca,37
1,1,30,82,82,91,87,4820,Male,c9a8ce1f5cccf9534266c706b538c6ca,89
1,1,31,91,73,90,79,4106,Male,c9a8ce1f5cccf9534266c706b538c6ca,98
1,1,32,64,55,68,67,4194,Male,c9a8ce1f5cccf9534266c706b538c6ca,66
1,1,33,73,64,77,67,3031,Male,c9a8ce1f5cccf9534266c706b538c6ca,77
1,1,34,37,28,50,28,6423,Male,c9a8ce1f5cccf9534266c706b538c6ca,33
1,1,35,10,10,18,19,3786,Male,c9a8ce1f5cccf9534266c706b538c6ca,1
1,1,36,82,19,75,17,5718,Male,c9a8ce1f5cccf9534266c706b538c6ca,82
1,1,37,91,19,88,19,3329,Male,c9a8ce1f5cccf9534266c706b538c6ca,92
1,1,38,91,55,72,74,5672,Male,c9a8ce1f5cccf9534266c706b538c6ca,96
1,1,39,37,73,22,65,4281,Male,c9a8ce1f5cccf9534266c706b538c6ca,38
1,1,40,64,82,41,79,3747,Male,c9a8ce1f5cccf9534266c706b538c6ca,69
1,1,41,73,55,71,31,3604,Male,c9a8ce1f5cccf9534266c706b538c6ca,76
1,1,42,55,19,54,50,8745,Male,c9a8ce1f5cccf9534266c706b538c6ca,52
1,1,43,19,55,22,58,3550,Male,c9a8ce1f5cccf9534266c706b538c6ca,16
1,1,44,73,82,38,50,3715,Male,c9a8ce1f5cccf9534266c706b538c6ca,79
1,1,45,55,46,50,50,1610,Male,c9a8ce1f5cccf9534266c706b538c6ca,55
1,1,46,64,73,68,70,4250,Male,c9a8ce1f5cccf9534266c706b538c6ca,68
1,1,47,28,64,62,30,10115,Male,c9a8ce1f5cccf9534266c706b538c6ca,27
1,1,48,19,37,20,36,4388,Male,c9a8ce1f5cccf9534266c706b538c6ca,14
1,1,49,10,82,14,78,4788,Male,c9a8ce1f5cccf9534266c706b538c6ca,9
1,1,50,64,91,50,91,4368,Male,c9a8ce1f5cccf9534266c706b538c6ca,70
1,1,51,28,37,37,23,4835,Male,c9a8ce1f5cccf9534266c706b538c6ca,24
1,1,52,28,55,26,65,4970,Male,c9a8ce1f5cccf9534266c706b538c6ca,26
1,1,53,55,64,23,50,3286,Male,c9a8ce1f5cccf9534266c706b538c6ca,57
1,1,54,19,46,17,38,3452,Male,c9a8ce1f5cccf9534266c706b538c6ca,15
1,1,55,64,28,50,50,3206,Male,c9a8ce1f5cccf9534266c706b538c6ca,63
1,1,56,46,91,50,92,3342,Male,c9a8ce1f5cccf9534266c706b538c6ca,50
1,1,57,91,28,90,26,3264,Male,c9a8ce1f5cccf9534266c706b538c6ca,93
1,1,58,64,19,65,24,4214,Male,c9a8ce1f5cccf9534266c706b538c6ca,62
1,1,59,46,46,50,35,3346,Male,c9a8ce1f5cccf9534266c706b538c6ca,45
1,1,60,10,91,16,69,5869,Male,c9a8ce1f5cccf9534266c706b538c6ca,10
1,1,61,91,64,88,29,3638,Male,c9a8ce1f5cccf9534266c706b538c6ca,97
1,1,62,10,37,5,36,4371,Male,c9a8ce1f5cccf9534266c706b538c6ca,4
1,1,63,73,28,73,34,3337,Male,c9a8ce1f5cccf9534266c706b538c6ca,73
1,1,64,46,19,27,33,3807,Male,c9a8ce1f5cccf9534266c706b538c6ca,42
1,1,65,73,37,68,32,4239,Male,c9a8ce1f5cccf9534266c706b538c6ca,74
1,1,66,10,55,14,36,3825,Male,c9a8ce1f5cccf9534266c706b538c6ca,6
1,1,67,73,73,61,53,3737,Male,c9a8ce1f5cccf9534266c706b538c6ca,78
1,1,68,46,82,65,88,3093,Male,c9a8ce1f5cccf9534266c706b538c6ca,49
1,1,69,55,28,65,32,2881,Male,c9a8ce1f5cccf9534266c706b538c6ca,53
1,1,70,73,46,71,32,4128,Male,c9a8ce1f5cccf9534266c706b538c6ca,75
1,1,71,19,91,14,83,5587,Male,c9a8ce1f5cccf9534266c706b538c6ca,20
1,1,72,73,91,82,75,5368,Male,c9a8ce1f5cccf9534266c706b538c6ca,80
1,1,73,10,19,14,36,5905,Male,c9a8ce1f5cccf9534266c706b538c6ca,2
1,1,74,37,46,34,33,4006,Male,c9a8ce1f5cccf9534266c706b538c6ca,35
1,1,75,10,28,24,31,3452,Male,c9a8ce1f5cccf9534266c706b538c6ca,3
1,1,76,73,19,67,22,6980,Male,c9a8ce1f5cccf9534266c706b538c6ca,72
1,1,77,28,28,50,50,12442,Male,c9a8ce1f5cccf9534266c706b538c6ca,23
1,1,78,91,10,92,18,3957,Male,c9a8ce1f5cccf9534266c706b538c6ca,91
1,1,79,64,10,56,39,4640,Male,c9a8ce1f5cccf9534266c706b538c6ca,61
1,1,80,10,73,16,29,6276,Male,c9a8ce1f5cccf9534266c706b538c6ca,8
1,1,81,46,28,50,50,19813,Male,c9a8ce1f5cccf9534266c706b538c6ca,43
1,1,82,82,73,75,24,4304,Male,c9a8ce1f5cccf9534266c706b538c6ca,88
1,1,83,28,19,16,28,3988,Male,c9a8ce1f5cccf9534266c706b538c6ca,22
1,1,84,19,73,16,78,2628,Male,c9a8ce1f5cccf9534266c706b538c6ca,18
1,1,85,82,46,85,19,4660,Male,c9a8ce1f5cccf9534266c706b538c6ca,85
1,1,86,82,55,78,40,3226,Male,c9a8ce1f5cccf9534266c706b538c6ca,86
1,1,87,10,64,17,31,5504,Male,c9a8ce1f5cccf9534266c706b538c6ca,7
1,1,88,46,37,79,26,8011,Male,c9a8ce1f5cccf9534266c706b538c6ca,44
1,1,89,37,19,30,40,3021,Male,c9a8ce1f5cccf9534266c706b538c6ca,32
1,1,90,55,10,50,23,1399,Male,c9a8ce1f5cccf9534266c706b538c6ca,51
1,1,91,28,10,22,65,41625,Male,c9a8ce1f5cccf9534266c706b538c6ca,21
1,1,92,19,82,11,50,1862,Male,c9a8ce1f5cccf9534266c706b538c6ca,19
1,1,93,37,37,35,44,3291,Male,c9a8ce1f5cccf9534266c706b538c6ca,34
1,1,94,91,91,88,82,5225,Male,c9a8ce1f5cccf9534266c706b538c6ca,100
1,1,95,37,55,50,67,1346,Male,c9a8ce1f5cccf9534266c706b538c6ca,36
1,1,96,73,10,50,31,1488,Male,c9a8ce1f5cccf9534266c706b538c6ca,71
1,1,97,82,64,72,62,2671,Male,c9a8ce1f5cccf9534266c706b538c6ca,87
1,1,98,46,10,50,25,2950,Male,c9a8ce1f5cccf9534266c706b538c6ca,41
1,1,99,19,64,13,75,3068,Male,c9a8ce1f5cccf9534266c706b538c6ca,17
1,2,0,37,10,59,24,5542,Male,c9a8ce1f5cccf9534266c706b538c6ca,31
1,2,1,19,64,31,73,2822,Male,c9a8ce1f5cccf9534266c706b538c6ca,17
1,2,2,28,55,50,38,1606,Male,c9a8ce1f5cccf9534266c706b538c6ca,26
1,2,3,37,55,41,60,2583,Male,c9a8ce1f5cccf9534266c706b538c6ca,36
1,2,4,91,28,88,34,2482,Male,c9a8ce1f5cccf9534266c706b538c6ca,93
1,2,5,10,73,16,70,4132,Male,c9a8ce1f5cccf9534266c706b538c6ca,8
1,2,6,55,73,42,84,2345,Male,c9a8ce1f5cccf9534266c706b538c6ca,58
1,2,7,55,55,36,66,3731,Male,c9a8ce1f5cccf9534266c706b538c6ca,56
1,2,8,19,28,50,34,2491,Male,c9a8ce1f5cccf9534266c706b538c6ca,13
1,2,9,10,55,18,50,2433,Male,c9a8ce1f5cccf9534266c706b538c6ca,6
1,2,10,37,28,21,50,3197,Male,c9a8ce1f5cccf9534266c706b538c6ca,33
1,2,11,46,73,38,78,3198,Male,c9a8ce1f5cccf9534266c706b538c6ca,48
1,2,12,46,46,50,64,16204,Male,c9a8ce1f5cccf9534266c706b538c6ca,45
1,2,13,91,19,50,50,728,Male,c9a8ce1f5cccf9534266c706b538c6ca,92
1,2,14,73,10,86,17,3642,Male,c9a8ce1f5cccf9534266c706b538c6ca,71
1,2,15,28,19,23,20,2924,Male,c9a8ce1f5cccf9534266c706b538c6ca,22
1,2,16,46,37,21,25,4256,Male,c9a8ce1f5cccf9534266c706b538c6ca,44
1,2,17,37,73,36,74,3094,Male,c9a8ce1f5cccf9534266c706b538c6ca,38
1,2,18,64,64,40,77,2643,Male,c9a8ce1f5cccf9534266c706b538c6ca,67
1,2,19,19,73,25,69,2450,Male,c9a8ce1f5cccf9534266c706b538c6ca,18
1,2,20,37,64,29,72,4536,Male,c9a8ce1f5cccf9534266c706b538c6ca,37
1,2,21,64,28,79,29,2984,Male,c9a8ce1f5cccf9534266c706b538c6ca,63
1,2,22,28,37,30,69,3063,Male,c9a8ce1f5cccf9534266c706b538c6ca,24
1,2,23,82,91,85,85,5732,Male,c9a8ce1f5cccf9534266c706b538c6ca,90
1,2,24,19,19,17,55,4047,Male,c9a8ce1f5cccf9534266c706b538c6ca,12
1,2,25,19,46,22,64,3027,Male,c9a8ce1f5cccf9534266c706b538c6ca,15
1,2,26,19,91,29,87,2974,Male,c9a8ce1f5cccf9534266c706b538c6ca,20
1,2,27,10,64,23,72,2906,Male,c9a8ce1f5cccf9534266c706b538c6ca,7
1,2,28,82,46,25,73,2574,Male,c9a8ce1f5cccf9534266c706b538c6ca,85
1,2,29,37,82,26,89,2244,Male,c9a8ce1f5cccf9534266c706b538c6ca,39
1,2,30,46,64,37,66,2582,Male,c9a8ce1f5cccf9534266c706b538c6ca,47
1,2,31,82,37,85,34,2893,Male,c9a8ce1f5cccf9534266c706b538c6ca,84
1,2,32,28,91,27,83,2990,Male,c9a8ce1f5cccf9534266c706b538c6ca,30
1,2,33,64,46,25,38,2658,Male,c9a8ce1f5cccf9534266c706b538c6ca,65
1,2,34,55,10,23,15,2134,Male,c9a8ce1f5cccf9534266c706b538c6ca,51
1,2,35,82,64,50,50,1388,Male,c9a8ce1f5cccf9534266c706b538c6ca,87
1,2,36,55,37,50,31,1797,Male,c9a8ce1f5cccf9534266c706b538c6ca,54
1,2,37,91,37,89,28,2976,Male,c9a8ce1f5cccf9534266c706b538c6ca,94
1,2,38,10,10,1,19,4212,Male,c9a8ce1f5cccf9534266c706b538c6ca,1
1,2,39,73,37,50,31,1890,Male,c9a8ce1f5cccf9534266c706b538c6ca,74
1,2,40,46,19,50,21,2379,Male,c9a8ce1f5cccf9534266c706b538c6ca,42
1,2,41,28,46,50,50,1554,Male,c9a8ce1f5cccf9534266c706b538c6ca,25
1,2,42,37,46,31,34,2165,Male,c9a8ce1f5cccf9534266c706b538c6ca,35
1,2,43,73,19,50,17,1948,Male,c9a8ce1f5cccf9534266c706b538c6ca,72
1,2,44,73,55,43,30,2246,Male,c9a8ce1f5cccf9534266c706b538c6ca,76
1,2,45,64,82,35,85,2629,Male,c9a8ce1f5cccf9534266c706b538c6ca,69
1,2,46,73,28,50,31,1869,Male,c9a8ce1f5cccf9534266c706b538c6ca,73
1,2,47,10,46,21,55,3857,Male,c9a8ce1f5cccf9534266c706b538c6ca,5
1,2,48,10,91,5,90,4017,Male,c9a8ce1f5cccf9534266c706b538c6ca,10
1,2,49,46,55,36,59,1987,Male,c9a8ce1f5cccf9534266c706b538c6ca,46
1,2,50,82,82,74,50,2656,Male,c9a8ce1f5cccf9534266c706b538c6ca,89
1,2,51,82,73,74,67,3726,Male,c9a8ce1f5cccf9534266c706b538c6ca,88
1,2,52,55,82,67,70,2738,Male,c9a8ce1f5cccf9534266c706b538c6ca,59
1,2,53,64,91,71,74,2196,Male,c9a8ce1f5cccf9534266c706b538c6ca,70
1,2,54,91,55,83,70,3596,Male,c9a8ce1f5cccf9534266c706b538c6ca,96
1,2,55,64,55,82,78,3675,Male,c9a8ce1f5cccf9534266c706b538c6ca,66
1,2,56,91,64,74,58,3254,Male,c9a8ce1f5cccf9534266c706b538c6ca,97
1,2,57,55,46,68,55,3103,Male,c9a8ce1f5cccf9534266c706b538c6ca,55
1,2,58,28,64,21,43,3000,Male,c9a8ce1f5cccf9534266c706b538c6ca,27
1,2,59,73,82,50,80,2203,Male,c9a8ce1f5cccf9534266c706b538c6ca,79
1,2,60,55,64,66,62,4595,Male,c9a8ce1f5cccf9534266c706b538c6ca,57
1,2,61,19,82,31,84,2238,Male,c9a8ce1f5cccf9534266c706b538c6ca,19
1,2,62,91,73,97,57,5131,Male,c9a8ce1f5cccf9534266c706b538c6ca,98
1,2,63,10,37,3,34,3502,Male,c9a8ce1f5cccf9534266c706b538c6ca,4
1,2,64,73,64,50,36,1195,Male,c9a8ce1f5cccf9534266c706b538c6ca,77
1,2,65,28,10,37,11,2275,Male,c9a8ce1f5cccf9534266c706b538c6ca,21
1,2,66,28,28,60,25,2186,Male,c9a8ce1f5cccf9534266c706b538c6ca,23
1,2,67,73,91,78,78,4227,Male,c9a8ce1f5cccf9534266c706b538c6ca,80
1,2,68,64,19,61,21,3074,Male,c9a8ce1f5cccf9534266c706b538c6ca,62
1,2,69,91,91,83,92,5795,Male,c9a8ce1f5cccf9534266c706b538c6ca,100
1,2,70,82,28,50,32,1271,Male,c9a8ce1f5cccf9534266c706b538c6ca,83
1,2,71,46,10,40,33,3463,Male,c9a8ce1f5cccf9534266c706b538c6ca,41
1,2,72,46,28,50,34,1828,Male,c9a8ce1f5cccf9534266c706b538c6ca,43
1,2,73,10,82,16,32,3186,Male,c9a8ce1f5cccf9534266c706b538c6ca,9
1,2,74,46,82,38,84,2542,Male,c9a8ce1f5cccf9534266c706b538c6ca,49
1,2,75,19,37,63,36,3246,Male,c9a8ce1f5cccf9534266c706b538c6ca,14
1,2,76,37,19,35,35,2645,Male,c9a8ce1f5cccf9534266c706b538c6ca,32
1,2,77,55,19,50,35,1610,Male,c9a8ce1f5cccf9534266c706b538c6ca,52
1,2,78,55,91,50,86,2020,Male,c9a8ce1f5cccf9534266c706b538c6ca,60
1,2,79,46,91,50,87,1489,Male,c9a8ce1f5cccf9534266c706b538c6ca,50
1,2,80,37,91,50,92,1781,Male,c9a8ce1f5cccf9534266c706b538c6ca,40
1,2,81,28,82,50,88,2740,Male,c9a8ce1f5cccf9534266c706b538c6ca,29
1,2,82,37,37,50,35,1290,Male,c9a8ce1f5cccf9534266c706b538c6ca,34
1,2,83,91,46,84,56,4087,Male,c9a8ce1f5cccf9534266c706b538c6ca,95
1,2,84,91,10,100,10,3639,Male,c9a8ce1f5cccf9534266c706b538c6ca,91
1,2,85,82,55,81,36,2287,Male,c9a8ce1f5cccf9534266c706b538c6ca,86
1,2,86,73,46,83,50,1920,Male,c9a8ce1f5cccf9534266c706b538c6ca,75
1,2,87,19,55,19,39,3224,Male,c9a8ce1f5cccf9534266c706b538c6ca,16
1,2,88,19,10,10,27,2394,Male,c9a8ce1f5cccf9534266c706b538c6ca,11
1,2,89,10,19,3,31,3796,Male,c9a8ce1f5cccf9534266c706b538c6ca,2
1,2,90,10,28,8,28,3132,Male,c9a8ce1f5cccf9534266c706b538c6ca,3
1,2,91,64,73,87,25,2777,Male,c9a8ce1f5cccf9534266c706b538c6ca,68
1,2,92,64,10,69,23,2982,Male,c9a8ce1f5cccf9534266c706b538c6ca,61
1,2,93,55,28,50,36,1238,Male,c9a8ce1f5cccf9534266c706b538c6ca,53
1,2,94,91,82,78,40,4976,Male,c9a8ce1f5cccf9534266c706b538c6ca,99
1,2,95,28,73,36,89,3108,Male,c9a8ce1f5cccf9534266c706b538c6ca,28
1,2,96,64,37,69,59,3357,Male,c9a8ce1f5cccf9534266c706b538c6ca,64
1,2,97,82,10,78,57,5037,Male,c9a8ce1f5cccf9534266c706b538c6ca,81
1,2,98,82,19,79,24,3599,Male,c9a8ce1f5cccf9534266c706b538c6ca,82
1,2,99,73,73,64,71,4455,Male,c9a8ce1f5cccf9534266c706b538c6ca,78
1,1,0,19,46,25,33,9770,Female,6c4965b94b21b3df637ec2c327461032,15
1,1,1,10,46,30,63,7057,Female,6c4965b94b21b3df637ec2c327461032,5
1,1,2,28,91,31,84,12398,Female,6c4965b94b21b3df637ec2c327461032,30
1,1,3,91,37,93,36,10134,Female,6c4965b94b21b3df637ec2c327461032,94
1,1,4,19,19,17,22,7072,Female,6c4965b94b21b3df637ec2c327461032,12
1,1,5,73,73,75,70,10054,Female,6c4965b94b21b3df637ec2c327461032,78
1,1,6,73,28,74,32,7803,Female,6c4965b94b21b3df637ec2c327461032,73
1,1,7,64,82,70,23,7891,Female,6c4965b94b21b3df637ec2c327461032,69
1,1,8,19,28,29,26,5328,Female,6c4965b94b21b3df637ec2c327461032,13
1,1,9,19,91,18,86,8086,Female,6c4965b94b21b3df637ec2c327461032,20
1,1,10,55,19,82,13,9221,Female,6c4965b94b21b3df637ec2c327461032,52
1,1,11,10,28,13,19,10657,Female,6c4965b94b21b3df637ec2c327461032,3
1,1,12,19,55,25,44,6969,Female,6c4965b94b21b3df637ec2c327461032,16
1,1,13,91,64,77,67,11552,Female,6c4965b94b21b3df637ec2c327461032,97
1,1,14,46,55,57,46,8630,Female,6c4965b94b21b3df637ec2c327461032,46
1,1,15,37,10,33,16,11178,Female,6c4965b94b21b3df637ec2c327461032,31
1,1,16,55,28,50,26,5741,Female,6c4965b94b21b3df637ec2c327461032,53
1,1,17,28,10,27,9,8995,Female,6c4965b94b21b3df637ec2c327461032,21
1,1,18,10,10,26,18,11570,Female,6c4965b94b21b3df637ec2c327461032,1
1,1,19,10,91,36,35,6819,Female,6c4965b94b21b3df637ec2c327461032,10
1,1,20,73,64,73,70,7120,Female,6c4965b94b21b3df637ec2c327461032,77
1,1,21,82,64,86,73,7460,Female,6c4965b94b21b3df637ec2c327461032,87
1,1,22,37,64,54,75,5898,Female,6c4965b94b21b3df637ec2c327461032,37
1,1,23,64,73,59,70,5514,Female,6c4965b94b21b3df637ec2c327461032,68
1,1,24,64,28,84,26,10174,Female,6c4965b94b21b3df637ec2c327461032,63
1,1,25,46,91,27,81,10465,Female,6c4965b94b21b3df637ec2c327461032,50
1,1,26,73,82,85,92,8720,Female,6c4965b94b21b3df637ec2c327461032,79
1,1,27,37,19,39,20,14866,Female,6c4965b94b21b3df637ec2c327461032,32
1,1,28,91,10,93,8,7131,Female,6c4965b94b21b3df637ec2c327461032,91
1,1,29,91,28,73,21,7911,Female,6c4965b94b21b3df637ec2c327461032,93
1,1,30,10,73,24,82,14396,Female,6c4965b94b21b3df637ec2c327461032,8
1,1,31,46,19,69,19,6700,Female,6c4965b94b21b3df637ec2c327461032,42
1,1,32,64,64,50,74,5012,Female,6c4965b94b21b3df637ec2c327461032,67
1,1,33,28,46,27,38,7813,Female,6c4965b94b21b3df637ec2c327461032,25
1,1,34,46,10,24,11,9897,Female,6c4965b94b21b3df637ec2c327461032,41
1,1,35,91,91,87,90,7082,Female,6c4965b94b21b3df637ec2c327461032,100
1,1,36,82,82,84,81,8063,Female,6c4965b94b21b3df637ec2c327461032,89
1,1,37,19,82,18,81,7243,Female,6c4965b94b21b3df637ec2c327461032,19
1,1,38,46,73,35,80,7250,Female,6c4965b94b21b3df637ec2c327461032,48
1,1,39,55,37,23,24,4742,Female,6c4965b94b21b3df637ec2c327461032,54
1,1,40,64,19,21,18,6743,Female,6c4965b94b21b3df637ec2c327461032,62
1,1,41,19,37,30,22,8454,Female,6c4965b94b21b3df637ec2c327461032,14
1,1,42,73,37,89,19,7421,Female,6c4965b94b21b3df637ec2c327461032,74
1,1,43,46,82,20,80,6415,Female,6c4965b94b21b3df637ec2c327461032,49
1,1,44,10,82,16,83,8842,Female,6c4965b94b21b3df637ec2c327461032,9
1,1,45,19,64,23,76,7316,Female,6c4965b94b21b3df637ec2c327461032,17
1,1,46,28,64,50,34,4930,Female,6c4965b94b21b3df637ec2c327461032,27
1,1,47,37,91,34,92,7688,Female,6c4965b94b21b3df637ec2c327461032,40
1,1,48,37,37,45,26,9951,Female,6c4965b94b21b3df637ec2c327461032,34
1,1,49,55,55,50,43,3423,Female,6c4965b94b21b3df637ec2c327461032,56
1,1,50,82,28,88,21,5222,Female,6c4965b94b21b3df637ec2c327461032,83
1,1,51,82,91,88,85,6852,Female,6c4965b94b21b3df637ec2c327461032,90
1,1,52,82,73,81,72,7193,Female,6c4965b94b21b3df637ec2c327461032,88
1,1,53,19,10,16,16,11750,Female,6c4965b94b21b3df637ec2c327461032,11
1,1,54,55,10,22,12,7304,Female,6c4965b94b21b3df637ec2c327461032,51
1,1,55,37,55,24,55,11078,Female,6c4965b94b21b3df637ec2c327461032,36
1,1,56,91,73,99,80,9541,Female,6c4965b94b21b3df637ec2c327461032,98
1,1,57,46,64,44,69,7450,Female,6c4965b94b21b3df637ec2c327461032,47
1,1,58,28,37,23,31,12004,Female,6c4965b94b21b3df637ec2c327461032,24
1,1,59,55,91,25,83,15555,Female,6c4965b94b21b3df637ec2c327461032,60
1,1,60,91,46,88,27,7227,Female,6c4965b94b21b3df637ec2c327461032,95
1,1,61,10,37,13,23,9138,Female,6c4965b94b21b3df637ec2c327461032,4
1,1,62,10,64,27,34,35963,Female,6c4965b94b21b3df637ec2c327461032,7
1,1,63,64,37,91,20,14253,Female,6c4965b94b21b3df637ec2c327461032,64
1,1,64,82,55,71,63,11416,Female,6c4965b94b21b3df637ec2c327461032,86
1,1,65,37,82,18,84,11606,Female,6c4965b94b21b3df637ec2c327461032,39
1,1,66,91,19,95,11,7197,Female,6c4965b94b21b3df637ec2c327461032,92
1,1,67,19,73,38,69,14283,Female,6c4965b94b21b3df637ec2c327461032,18
1,1,68,46,37,28,32,10677,Female,6c4965b94b21b3df637ec2c327461032,44
1,1,69,73,91,87,86,6745,Female,6c4965b94b21b3df637ec2c327461032,80
1,1,70,10,55,11,82,9615,Female,6c4965b94b21b3df637ec2c327461032,6
1,1,71,28,19,30,18,9448,Female,6c4965b94b21b3df637ec2c327461032,22
1,1,72,82,37,92,20,6635,Female,6c4965b94b21b3df637ec2c327461032,84
1,1,73,64,46,67,24,5567,Female,6c4965b94b21b3df637ec2c327461032,65
1,1,74,10,19,9,14,65210,Female,6c4965b94b21b3df637ec2c327461032,2
1,1,75,37,28,31,32,6340,Female,6c4965b94b21b3df637ec2c327461032,33
1,1,76,37,73,50,76,4127,Female,6c4965b94b21b3df637ec2c327461032,38
1,1,77,91,55,83,69,5400,Female,6c4965b94b21b3df637ec2c327461032,96
1,1,78,82,46,71,41,7542,Female,6c4965b94b21b3df637ec2c327461032,85
1,1,79,64,10,69,7,7820,Female,6c4965b94b21b3df637ec2c327461032,61
1,1,80,73,10,71,11,7319,Female,6c4965b94b21b3df637ec2c327461032,71
1,1,81,73,46,79,20,5428,Female,6c4965b94b21b3df637ec2c327461032,75
1,1,82,28,28,19,27,8282,Female,6c4965b94b21b3df637ec2c327461032,23
1,1,83,28,73,13,74,8281,Female,6c4965b94b21b3df637ec2c327461032,28
1,1,84,46,28,74,24,5435,Female,6c4965b94b21b3df637ec2c327461032,43
1,1,85,91,82,82,74,9010,Female,6c4965b94b21b3df637ec2c327461032,99
1,1,86,82,10,94,10,7540,Female,6c4965b94b21b3df637ec2c327461032,81
1,1,87,64,55,89,29,7926,Female,6c4965b94b21b3df637ec2c327461032,66
1,1,88,46,46,73,31,4860,Female,6c4965b94b21b3df637ec2c327461032,45
1,1,89,55,82,50,81,5028,Female,6c4965b94b21b3df637ec2c327461032,59
1,1,90,28,55,19,50,8696,Female,6c4965b94b21b3df637ec2c327461032,26
1,1,91,55,46,42,39,6665,Female,6c4965b94b21b3df637ec2c327461032,55
1,1,92,82,19,92,19,12296,Female,6c4965b94b21b3df637ec2c327461032,82
1,1,93,28,82,23,89,7470,Female,6c4965b94b21b3df637ec2c327461032,29
1,1,94,37,46,17,40,8322,Female,6c4965b94b21b3df637ec2c327461032,35
1,1,95,73,55,89,40,4985,Female,6c4965b94b21b3df637ec2c327461032,76
1,1,96,55,64,68,58,4668,Female,6c4965b94b21b3df637ec2c327461032,57
1,1,97,64,91,92,90,3887,Female,6c4965b94b21b3df637ec2c327461032,70
1,1,98,55,73,77,75,6460,Female,6c4965b94b21b3df637ec2c327461032,58
1,1,99,73,19,88,22,6680,Female,6c4965b94b21b3df637ec2c327461032,72
1,2,0,91,46,73,43,7622,Female,6c4965b94b21b3df637ec2c327461032,95
1,2,1,55,82,43,82,8374,Female,6c4965b94b21b3df637ec2c327461032,59
1,2,2,73,37,38,35,6940,Female,6c4965b94b21b3df637ec2c327461032,74
1,2,3,19,28,12,35,9343,Female,6c4965b94b21b3df637ec2c327461032,13
1,2,4,82,19,84,19,8974,Female,6c4965b94b21b3df637ec2c327461032,82
1,2,5,37,91,84,87,6176,Female,6c4965b94b21b3df637ec2c327461032,40
1,2,6,37,64,35,78,4376,Female,6c4965b94b21b3df637ec2c327461032,37
1,2,7,82,73,56,76,5594,Female,6c4965b94b21b3df637ec2c327461032,88
1,2,8,28,10,27,11,7595,Female,6c4965b94b21b3df637ec2c327461032,21
1,2,9,55,28,54,29,6951,Female,6c4965b94b21b3df637ec2c327461032,53
1,2,10,73,64,78,71,7774,Female,6c4965b94b21b3df637ec2c327461032,77
1,2,11,28,55,31,56,8236,Female,6c4965b94b21b3df637ec2c327461032,26
1,2,12,19,37,10,28,8871,Female,6c4965b94b21b3df637ec2c327461032,14
